lat_adj,lon_adj,acq_date,acq_year,acq_month,acq_day,brightness,confidence,frp,name,nombre,T_mean,rain,weather_code,weather_time,wind_speed,weather_code_description,address_full,state,town
2.39,-74.02,2022-02-02,2022,2,2,407.0,100.0,353.2,Colombia,tinigua,27.5,2.0,53,2022-02-02,24.6,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.39,-73.97,2019-01-30,2019,1,30,390.5,94.0,205.3,Colombia,tinigua,27.4,1.6,51,2019-01-30,19.7,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.39,-73.43,2020-02-16,2020,2,16,322.5,98.5,21.6,Colombia,sierra de la macarena,28.6,0.8,51,2020-02-16,21.9,Light Drizzle,"county                     Vista Hermosa
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,
2.39,-73.42,2020-04-15,2020,4,15,329.8,81.0,20.2,Colombia,sierra de la macarena,28.2,3.6,53,2020-04-15,14.9,Drizzle,"county                     Vista Hermosa
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,
2.4,-74.17,2020-02-13,2020,2,13,344.7,92.0,70.1,Colombia,tinigua,27.8,0.2,51,2020-02-13,13.9,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.17,2020-02-18,2020,2,18,350.5,90.0,58.9,Colombia,tinigua,28.0,1.9,53,2020-02-18,19.6,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.14,2021-12-30,2021,12,30,324.8,80.0,14.7,Colombia,tinigua,28.0,0.0,2,2021-12-30,12.4,Partly Cloudy,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.14,2022-01-31,2022,1,31,367.9,100.0,98.8,Colombia,tinigua,27.6,0.2,51,2022-01-31,9.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.08,2022-01-31,2022,1,31,380.5,100.0,145.1,Colombia,tinigua,27.6,0.2,51,2022-01-31,9.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.07,2020-02-05,2020,2,5,331.0,84.0,133.8,Colombia,tinigua,27.5,1.5,51,2020-02-05,16.1,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.07,2022-01-31,2022,1,31,419.5,100.0,384.2,Colombia,tinigua,27.6,0.2,51,2022-01-31,9.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.06,2022-01-31,2022,1,31,344.5,92.0,38.6,Colombia,tinigua,27.6,0.2,51,2022-01-31,9.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.05,2021-01-28,2021,1,28,350.0,95.0,56.5,Colombia,tinigua,27.5,0.5,51,2021-01-28,22.1,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.05,2022-01-29,2022,1,29,342.7,97.0,61.05,Colombia,tinigua,27.4,0.0,1,2022-01-29,10.5,Mainly Sunny,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.05,2022-01-31,2022,1,31,364.5,100.0,92.0,Colombia,tinigua,27.6,0.2,51,2022-01-31,9.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.04,2021-01-28,2021,1,28,381.1,100.0,153.0,Colombia,tinigua,27.5,0.5,51,2021-01-28,22.1,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.04,2022-01-29,2022,1,29,338.5,100.0,37.4,Colombia,tinigua,27.4,0.0,1,2022-01-29,10.5,Mainly Sunny,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.04,2022-01-31,2022,1,31,338.6,88.0,30.0,Colombia,tinigua,27.6,0.2,51,2022-01-31,9.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.03,2022-01-29,2022,1,29,346.2,99.0,113.55,Colombia,tinigua,27.4,0.0,1,2022-01-29,10.5,Mainly Sunny,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-74.03,2022-02-02,2022,2,2,383.3,100.0,191.7,Colombia,tinigua,27.5,2.3,53,2022-02-02,24.1,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-73.76,2019-02-26,2019,2,26,343.5,91.0,58.9,Colombia,sierra de la macarena,27.2,15.2,63,2019-02-26,19.9,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-73.76,2022-02-02,2022,2,2,330.8,83.0,31.0,Colombia,sierra de la macarena,27.5,2.3,53,2022-02-02,24.1,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-73.7,2022-02-18,2022,2,18,347.7,94.0,78.7,Colombia,sierra de la macarena,28.6,0.1,51,2022-02-18,24.5,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-73.64,2022-01-13,2022,1,13,329.0,81.0,29.4,Colombia,sierra de la macarena,26.8,11.8,63,2022-01-13,18.2,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.4,-73.31,2020-02-27,2020,2,27,338.4,81.0,29.1,Colombia,sierra de la macarena,28.3,1.5,51,2020-02-27,14.6,Light Drizzle,"county                     Vista Hermosa
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,
2.41,-74.3,2020-02-13,2020,2,13,355.45,97.5,105.1,Colombia,tinigua,27.8,0.2,51,2020-02-13,13.9,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.3,2022-02-02,2022,2,2,336.6,86.0,34.6,Colombia,tinigua,27.5,2.3,53,2022-02-02,24.1,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.29,2020-02-09,2020,2,9,356.4,98.0,83.9,Colombia,tinigua,28.2,0.9,51,2020-02-09,26.8,Light Drizzle,"city_district               Vda. El Rubí
town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.29,2022-02-02,2022,2,2,332.1,83.0,25.2,Colombia,tinigua,27.5,2.3,53,2022-02-02,24.1,Drizzle,"city_district               Vda. El Rubí
town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.28,2020-02-09,2020,2,9,352.7,96.0,73.1,Colombia,tinigua,28.2,0.9,51,2020-02-09,26.8,Light Drizzle,"city_district               Vda. El Rubí
town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.28,2022-02-14,2022,2,14,376.4,94.0,159.3,Colombia,tinigua,27.1,1.8,61,2022-02-14,16.9,Light Rain,"city_district               Vda. El Rubí
town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.22,2020-02-29,2020,2,29,343.6,92.0,67.3,Colombia,tinigua,28.9,2.1,61,2020-02-29,24.0,Light Rain,"city_district               Vda. El Rubí
town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.19,2019-02-27,2019,2,27,341.55,89.5,141.85,Colombia,tinigua,28.3,0.0,3,2019-02-27,18.4,Cloudy,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.17,2019-02-27,2019,2,27,347.4,94.0,178.0,Colombia,tinigua,28.3,0.0,3,2019-02-27,18.4,Cloudy,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.17,2020-02-15,2020,2,15,358.7,99.0,264.0,Colombia,tinigua,28.7,0.0,1,2020-02-15,17.9,Mainly Sunny,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.15,2020-02-18,2020,2,18,338.8,82.0,30.8,Colombia,tinigua,28.0,1.9,53,2020-02-18,19.6,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.14,2020-02-18,2020,2,18,384.9,94.0,169.8,Colombia,tinigua,28.0,1.9,53,2020-02-18,19.6,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.14,2022-02-23,2022,2,23,347.4,93.0,45.1,Colombia,tinigua,27.7,1.6,55,2022-02-23,21.6,Heavy Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.12,2021-03-03,2021,3,3,345.6,93.0,69.0,Colombia,tinigua,28.7,0.2,51,2021-03-03,20.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.08,2022-01-31,2022,1,31,341.5,90.0,33.4,Colombia,tinigua,27.6,0.2,51,2022-01-31,9.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.07,2022-01-31,2022,1,31,355.0,97.0,60.8,Colombia,tinigua,27.6,0.2,51,2022-01-31,9.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.06,2022-01-31,2022,1,31,341.7,90.0,33.5,Colombia,tinigua,27.6,0.2,51,2022-01-31,9.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.06,2022-02-02,2022,2,2,369.3,100.0,123.5,Colombia,tinigua,27.5,2.3,53,2022-02-02,24.1,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-74.04,2022-01-29,2022,1,29,329.3,98.5,44.95,Colombia,tinigua,27.4,0.0,1,2022-01-29,10.5,Mainly Sunny,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-73.96,2019-02-26,2019,2,26,329.1,80.0,27.2,Colombia,tinigua,27.2,15.2,63,2019-02-26,19.9,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-73.76,2022-02-02,2022,2,2,340.2,89.0,52.7,Colombia,sierra de la macarena,27.5,2.3,53,2022-02-02,24.1,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-73.63,2020-03-05,2020,3,5,337.3,87.0,32.7,Colombia,sierra de la macarena,28.6,2.0,53,2020-03-05,19.1,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-73.54,2022-02-03,2022,2,3,337.3,100.0,75.4,Colombia,sierra de la macarena,27.1,0.7,51,2022-02-03,22.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-73.53,2022-02-03,2022,2,3,314.8,90.0,23.3,Colombia,sierra de la macarena,27.1,0.7,51,2022-02-03,22.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-73.52,2020-03-07,2020,3,7,319.4,99.0,30.1,Colombia,sierra de la macarena,27.2,19.5,63,2020-03-07,33.5,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.41,-73.25,2019-02-26,2019,2,26,362.5,100.0,91.1,Colombia,sierra de la macarena,27.2,15.2,63,2019-02-26,19.9,Rain,"village                   Nueva Colombia
county                     Vista Hermosa
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,
2.41,-73.24,2019-02-26,2019,2,26,368.0,100.0,108.3,Colombia,sierra de la macarena,27.2,15.2,63,2019-02-26,19.9,Rain,"village                   Nueva Colombia
county                     Vista Hermosa
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,
2.42,-74.3,2020-02-13,2020,2,13,385.2,100.0,272.1,Colombia,tinigua,27.8,0.1,51,2020-02-13,14.0,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.3,2022-02-02,2022,2,2,381.3,100.0,191.8,Colombia,tinigua,27.5,2.0,51,2022-02-02,23.5,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.29,2020-02-13,2020,2,13,383.0,100.0,256.0,Colombia,tinigua,27.8,0.1,51,2020-02-13,14.0,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.29,2022-02-02,2022,2,2,371.9,100.0,144.5,Colombia,tinigua,27.5,2.0,51,2022-02-02,23.5,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.28,2020-02-13,2020,2,13,345.1,93.0,67.1,Colombia,tinigua,27.8,0.1,51,2020-02-13,14.0,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.18,2019-02-15,2019,2,15,349.6,89.0,49.2,Colombia,tinigua,28.1,1.0,51,2019-02-15,15.5,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.18,2020-02-15,2020,2,15,397.2,100.0,811.0,Colombia,tinigua,28.7,0.1,51,2020-02-15,17.7,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.17,2019-02-15,2019,2,15,325.7,80.0,18.6,Colombia,tinigua,28.1,1.0,51,2019-02-15,15.5,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.17,2019-02-27,2019,2,27,352.2,96.0,219.6,Colombia,tinigua,28.3,0.0,3,2019-02-27,18.7,Cloudy,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.15,2022-02-02,2022,2,2,344.8,93.0,67.2,Colombia,tinigua,27.5,2.0,51,2022-02-02,23.5,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.14,2020-02-14,2020,2,14,345.2,87.0,168.5,Colombia,tinigua,28.3,0.3,51,2020-02-14,12.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.13,2022-01-06,2022,1,6,333.1,100.0,38.1,Colombia,tinigua,27.9,0.3,51,2022-01-06,18.4,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.13,2022-01-18,2022,1,18,310.3,80.0,14.7,Colombia,tinigua,26.9,5.4,61,2022-01-18,17.1,Light Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.12,2020-02-14,2020,2,14,359.7,94.0,299.4,Colombia,tinigua,28.3,0.3,51,2020-02-14,12.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.12,2021-03-03,2021,3,3,343.3,87.0,61.9,Colombia,tinigua,28.7,0.4,51,2021-03-03,21.0,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.11,2022-03-09,2022,3,9,379.2,100.0,226.3,Colombia,tinigua,27.2,8.3,63,2022-03-09,23.3,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.1,2019-02-13,2019,2,13,341.5,90.0,66.4,Colombia,tinigua,28.6,0.8,51,2019-02-13,19.1,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.1,2022-03-09,2022,3,9,369.6,100.0,169.0,Colombia,tinigua,27.2,8.3,63,2022-03-09,23.3,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.09,2019-02-13,2019,2,13,366.0,100.0,168.8,Colombia,tinigua,28.6,0.8,51,2019-02-13,19.1,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.09,2019-02-15,2019,2,15,312.2,84.0,11.6,Colombia,tinigua,28.1,1.0,51,2019-02-15,15.5,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.09,2019-02-26,2019,2,26,339.1,89.0,50.7,Colombia,tinigua,27.1,16.1,63,2019-02-26,20.0,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.09,2020-02-14,2020,2,14,374.8,100.0,491.2,Colombia,tinigua,28.3,0.3,51,2020-02-14,12.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.07,2021-04-23,2021,4,23,351.6,96.0,101.6,Colombia,tinigua,27.6,5.2,61,2021-04-23,23.2,Light Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.07,2022-02-02,2022,2,2,379.2,100.0,222.4,Colombia,tinigua,27.5,2.0,51,2022-02-02,23.5,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.04,2020-03-07,2020,3,7,332.8,85.0,29.8,Colombia,tinigua,27.2,22.4,63,2020-03-07,33.2,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-74.03,2020-03-21,2020,3,21,360.2,100.0,80.3,Colombia,tinigua,28.5,0.0,2,2020-03-21,16.9,Partly Cloudy,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-73.71,2022-01-29,2022,1,29,336.9,100.0,37.5,Colombia,sierra de la macarena,27.4,0.2,51,2022-01-29,10.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-73.7,2022-01-29,2022,1,29,324.0,100.0,20.8,Colombia,sierra de la macarena,27.4,0.2,51,2022-01-29,10.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-73.61,2019-02-15,2019,2,15,336.9,86.0,33.6,Colombia,sierra de la macarena,28.1,1.0,51,2019-02-15,15.5,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-73.55,2022-02-14,2022,2,14,333.7,85.0,36.4,Colombia,sierra de la macarena,27.0,3.7,63,2022-02-14,17.0,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.42,-73.54,2022-02-03,2022,2,3,330.3,100.0,30.7,Colombia,sierra de la macarena,27.1,0.8,51,2022-02-03,22.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
